31120887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaseID,ResponseId,StartDate,EndDate,DOV_SPLIT_A,DOV_SPLIT_B,BNE1_1,BNE1_2,BNE1_3,BNE1_4,BNE1_5,BNE2_1,BNE2_2,BNE2_3,BNE2_4,BNE3_1,BNE3_2,BNE3_3,BNE4,complete_status,QFLAG,xparty4,xurbanicity,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,SSTNO,weight_PID
570,R_71oaPxANWHeRWQ0,2/23/2024 16:13:51,2/23/2024 16:36:06, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly support,"Yes, I have",No,No, ,qualified,1,Independent,Suburban,29,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"Under $10,000",Never married,Metro area,Midwest,Rented for cash,Not working,IL,1,1,East-North Central,70,1.0405134
571,R_5cnlQs6eNqPQftj,2/23/2024 16:40:36,2/23/2024 16:46:04, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Somewhat support,Strongly support,Strongly support,Somewhat support,Yes,No,No, ,qualified,1,Republican,Suburban,18,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,5,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,IN,5,0,East-North Central,70,0.902302
572,R_1e4lw9MiSOrebAt,2/23/2024 15:04:44,2/23/2024 15:11:26,SPLIT A, ,Never heard of this,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Somewhat support,Somewhat oppose,Strongly support,Somewhat oppose,Yes,No,No, ,qualified,1,Democrat,Suburban,42,Some college,Some college or Associate degree,Hispanic,Male,Six or more,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,MN,2,4,West-North Central,70,0.7198963
573,R_195hS2pAWXyEJ5I,2/24/2024 21:57:53,2/24/2024 22:02:06,SPLIT A, ,Never heard of this,Very familiar, ,Somewhat familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I know someone",No,No,qualified,1,Something else,Urban,22,Some college,Some college or Associate degree,"Other, Non-Hispanic",Female,5,Building with 2 or more apartments,"$150,000 or more",Never married,Metro area,Northeast,Rented for cash,Working part-time,NY,5,0,Mid-Atlantic,70,0.9272794
574,R_6dzhiRrJgtONmpU,2/23/2024 14:59:11,2/23/2024 15:02:53,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Somewhat familiar,Somewhat oppose,Strongly support,Somewhat oppose,Strongly support,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Independent,Suburban,34,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,IN,2,1,East-North Central,70,1.2231011
575,R_3GfTPo6IlR2Zf1L,2/23/2024 14:56:37,2/23/2024 15:01:40,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Very familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,No,No,qualified,1,Independent,Suburban,50,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,3,0,South Atlantic,70,0.9825864
576,R_3outnmE7JLLCptJ,2/24/2024 9:42:01,2/24/2024 9:59:10, ,SPLIT B,Very familiar, ,Very familiar,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Democrat,Suburban,32,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,2,0,Mid-Atlantic,70,0.6720672
577,R_57GLMOFORM417ot,2/24/2024 7:11:41,2/24/2024 7:19:46,SPLIT A, ,Somewhat familiar,Never heard of this, ,Never heard of this,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I have","Yes, I have","Yes, I have",No,qualified,1,Democrat,Suburban,33,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working part-time,MA,2,0,New England,70,0.7308075
578,R_5hnjw5EdewIsUbf,2/23/2024 16:17:23,2/25/2024 10:20:05,SPLIT A, ,Very familiar,Very familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Democrat,Urban,41,Bachelor or higher,Master’s degree or above,"Other, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,WA,3,1,Pacific,70,0.9196477
579,R_71jGJzCRZfE7w4Q,2/24/2024 6:19:43,2/24/2024 6:26:34, ,SPLIT B,Somewhat familiar, ,"Heard of it, but that’s it",Somewhat familiar,Never heard of this,Somewhat support,Strongly support,Strongly support,Strongly support,Yes,Yes,Yes,No,qualified,1,Something else,Rural,74,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,South,Occupied without payment of cash rent,Working full-time,SC,2,0,South Atlantic,70,0.6936105
580,R_5QqrLgb3MtS7uBb,2/23/2024 16:25:46,2/23/2024 16:37:09,SPLIT A, ,Never heard of this,Never heard of this, ,Never heard of this,Never heard of this,Skipped,Skipped,Skipped,Skipped,"Yes, I have",No,No, ,qualified,1,Democrat,Suburban,73,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MN,2,0,West-North Central,70,0.6306041
581,R_7etxXt90PaVOa0Q,2/23/2024 20:39:09,2/23/2024 20:47:21,SPLIT A, ,Never heard of this,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Somewhat support,Somewhat support,Somewhat support,Strongly support,Yes,Yes,Yes,No,qualified,1,Republican,Rural,56,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,WA,2,0,Pacific,70,0.6288565
582,R_1IDUhtgeVOawN70,2/23/2024 18:43:40,2/23/2024 18:49:07,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat support,"Yes, I have","Yes, I have","Yes, I have",No,qualified,1,Independent,Urban,32,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Rented for cash,Working full-time,TX,2,2,West-South Central,70,1.3580757
583,R_58ICjKJtFAmpMKo,2/23/2024 15:00:02,2/23/2024 15:03:11,SPLIT A, ,Very familiar,Very familiar, ,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Independent,Suburban,42,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,OH,2,2,East-North Central,70,1.0746717
584,R_5s0xUbDlxrbwW51,2/25/2024 13:00:22,2/25/2024 13:10:38, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat support,Yes,Yes,Yes,No,qualified,1,Republican,Urban,37,Bachelor or higher,Master’s degree or above,"2+ races, Non-Hispanic",Male,5,Building with 2 or more apartments,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,3,Pacific,70,0.3592892
585,R_7DW78BFEDLCO2nT,2/23/2024 19:54:56,2/23/2024 19:59:26,SPLIT A, ,Somewhat familiar,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Somewhat support,Somewhat oppose,Strongly oppose,Somewhat support,"Yes, I have","Yes, I know someone",No,No,qualified,1,Republican,Suburban,31,Some college,Some college or Associate degree,"2+ races, Non-Hispanic",Female,5,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,MD,2,3,South Atlantic,70,0.4234463
586,R_6PSqj3pIawtOSIg,2/23/2024 15:13:21,2/23/2024 15:16:53, ,SPLIT B,Very familiar, ,Never heard of this,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,No,No, ,qualified,1,Democrat,Urban,28,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Never married,Metro area,South,Rented for cash,Working full-time,MD,2,0,South Atlantic,70,0.6625249
587,R_3FhxZ4sSIKO09vg,2/23/2024 16:54:26,2/23/2024 16:58:41, ,SPLIT B,Never heard of this, ,"Heard of it, but that’s it","Heard of it, but that’s it",Somewhat familiar,Strongly oppose,Strongly support,Strongly oppose,Strongly support,"Yes, I have",No,"Yes, I have", ,qualified,1,Republican,Urban,34,Some college,Some college or Associate degree,Hispanic,Female,2,Building with 2 or more apartments,"$100,000 to $149,999",Now married,Metro area,West,Rented for cash,Working full-time,CA,2,0,Pacific,70,1.3747901
588,R_3YakrK7GuZ9YS3S,2/23/2024 14:55:48,2/23/2024 15:00:29, ,SPLIT B,"Heard of it, but that’s it", ,"Heard of it, but that’s it","Heard of it, but that’s it",Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,No,"Yes, I know someone", ,qualified,1,Democrat,Suburban,19,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in,Not working,NC,4,0,South Atlantic,70,0.644808
589,R_5gp6Jn0rOGEiq0f,2/23/2024 15:57:27,2/23/2024 16:01:11,SPLIT A, ,Very familiar,Somewhat familiar, ,Somewhat familiar,"Heard of it, but that’s it",Somewhat oppose,Somewhat support,Somewhat support,Strongly support,Yes,No,Yes, ,qualified,1,Republican,Rural,53,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,2,1,West-South Central,70,0.5701048
590,R_6nOWZ0CpzGJZBLn,2/23/2024 18:46:36,2/23/2024 18:49:18, ,SPLIT B,Very familiar, ,Somewhat familiar,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Democrat,Urban,31,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working full-time,NM,3,0,Mountain,70,0.675687
591,R_7f2Y88xv3FMG2Yx,2/23/2024 14:59:20,2/23/2024 15:15:44,SPLIT A, ,Very familiar,Very familiar, ,Very familiar,"Heard of it, but that’s it",Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,"Yes, I have","Yes, I have","Yes, I have",No,qualified,1,Independent,Rural,55,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$100,000 to $149,999",Divorced,Non-metro area,South,Rented for cash,Not working,LA,4,0,West-South Central,70,1.4461538
592,R_3f88PGYxavMym2p,2/23/2024 14:55:22,2/23/2024 14:59:47,SPLIT A, ,"Heard of it, but that’s it",Very familiar, ,"Heard of it, but that’s it","Heard of it, but that’s it",Somewhat support,Strongly support,Somewhat oppose,Strongly support,No,No,No, ,qualified,1,Republican,Rural,26,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$50,000 to $74,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working full-time,KY,1,3,East-South Central,70,0.7314579
593,R_7QS2I2FEMr4W2r9,2/23/2024 15:57:56,2/23/2024 16:01:40,SPLIT A, ,Never heard of this,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Skipped,Skipped,Skipped,Skipped,Prefer not to answer,Prefer not to answer,Prefer not to answer, ,qualified,1,Independent,Rural,19,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,Six or more,One-family house detached from any other house,"$75,000 to $99,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,MN,3,4,West-North Central,70,1.5856582
594,R_7wQXQbItiUhIbyf,2/24/2024 16:01:36,2/24/2024 16:17:28,SPLIT A, ,Never heard of this,Never heard of this, ,Somewhat familiar,"Heard of it, but that’s it",Somewhat support,Somewhat oppose,Somewhat oppose,Somewhat oppose,No,No,Yes, ,qualified,1,Democrat,Suburban,53,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,0,Pacific,70,0.9658873
595,R_1sbINp4AAmuXWpX,2/23/2024 20:59:33,2/23/2024 21:03:48,SPLIT A, ,"Heard of it, but that’s it",Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat support,Yes,No,Yes, ,qualified,1,Republican,Suburban,32,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$100,000 to $149,999",Never married,Metro area,Midwest,Rented for cash,Working full-time,IL,1,0,East-North Central,70,0.6157919
596,R_6TLz1QLS7SgBySL,2/24/2024 9:36:18,2/24/2024 9:40:56, ,SPLIT B,Very familiar, ,Very familiar,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,No,Yes,qualified,1,Independent,Urban,70,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family condo or townhouse attached to other units,"$150,000 or more",Divorced,Metro area,Northeast,Owned or being bought by you or someone in,Not working,PA,2,0,Mid-Atlantic,70,1.253056
597,R_3LNgR4eu2T1i3Lt,2/24/2024 7:59:14,2/24/2024 8:03:05, ,SPLIT B,Very familiar, ,Very familiar,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Democrat,Suburban,43,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Northeast,Rented for cash,Working full-time,NY,2,1,Mid-Atlantic,70,0.6971203
598,R_6qz36bjodwgrRqa,2/24/2024 7:22:17,2/24/2024 7:30:19, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,No,No,qualified,1,Independent,Urban,31,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,MI,2,0,East-North Central,70,1.0746717
599,R_5LRxBN9kWrSkYDv,2/23/2024 22:24:54,2/23/2024 22:33:05,SPLIT A, ,Very familiar,Very familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly support,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I have",No,No,qualified,1,Something else,Urban,49,Bachelor or higher,Master’s degree or above,"Black or African American, Non-Hispanic",Female,1,One-family house detached from any other house,"$10,000 to $24,999",Divorced,Metro area,South,Rented for cash,Not working,OK,1,0,West-South Central,70,1.0794233
600,R_1PYoXq4CBEe8Ic9,2/23/2024 19:18:15,2/23/2024 19:23:34, ,SPLIT B,Very familiar, ,Never heard of this,Very familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Democrat,Suburban,29,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,CT,2,0,New England,70,0.5248621
